"","date","tmin","year","month","day","wy","yd","wyd","tmax","tmean","location"
"33000",2050-05-08,5.6579,2050,5,8,2050,128,220,20.6557,13.1568,"Santa Cruz"
"33001",2050-05-09,8.2016,2050,5,9,2050,129,221,19.0097,13.60565,"Santa Cruz"
"33002",2050-05-10,9.7055,2050,5,10,2050,130,222,17.9809,13.8432,"Santa Cruz"
"33003",2050-05-11,9.227,2050,5,11,2050,131,223,19.2372,14.2321,"Santa Cruz"
"33004",2050-05-12,9.6277,2050,5,12,2050,132,224,21.8272,15.72745,"Santa Cruz"
"33005",2050-05-13,6.6756,2050,5,13,2050,133,225,21.7278,14.2017,"Santa Cruz"
"33006",2050-05-14,3.9932,2050,5,14,2050,134,226,19.9788,11.986,"Santa Cruz"
"33007",2050-05-15,4.919,2050,5,15,2050,135,227,21.369,13.144,"Santa Cruz"
"33008",2050-05-16,6.1841,2050,5,16,2050,136,228,23.1493,14.6667,"Santa Cruz"
"33009",2050-05-17,8.5098,2050,5,17,2050,137,229,23.187,15.8484,"Santa Cruz"
"33010",2050-05-18,6.9796,2050,5,18,2050,138,230,25.2179,16.09875,"Santa Cruz"
"33011",2050-05-19,10.0236,2050,5,19,2050,139,231,24.8036,17.4136,"Santa Cruz"
"33012",2050-05-20,9.4603,2050,5,20,2050,140,232,23.3506,16.40545,"Santa Cruz"
"33013",2050-05-21,4.7308,2050,5,21,2050,141,233,24.1277,14.42925,"Santa Cruz"
"33014",2050-05-22,8.5565,2050,5,22,2050,142,234,23.644,16.10025,"Santa Cruz"
"33015",2050-05-23,8.2075,2050,5,23,2050,143,235,28.1152,18.16135,"Santa Cruz"
"33016",2050-05-24,8.1846,2050,5,24,2050,144,236,28.0286,18.1066,"Santa Cruz"
"33017",2050-05-25,11.4823,2050,5,25,2050,145,237,24.3369,17.9096,"Santa Cruz"
"33018",2050-05-26,12.6155,2050,5,26,2050,146,238,22.5269,17.5712,"Santa Cruz"
"33019",2050-05-27,12.7257,2050,5,27,2050,147,239,22.0527,17.3892,"Santa Cruz"
"33020",2050-05-28,13.1144,2050,5,28,2050,148,240,22.3945,17.75445,"Santa Cruz"
"33021",2050-05-29,14.3349,2050,5,29,2050,149,241,23.443,18.88895,"Santa Cruz"
"33022",2050-05-30,13.205,2050,5,30,2050,150,242,22.2613,17.73315,"Santa Cruz"
"33023",2050-05-31,10.9936,2050,5,31,2050,151,243,26.5618,18.7777,"Santa Cruz"
"33024",2050-06-01,12.1375,2050,6,1,2050,152,244,24.9479,18.5427,"Santa Cruz"
"33025",2050-06-02,12.3513,2050,6,2,2050,153,245,25.3907,18.871,"Santa Cruz"
"33026",2050-06-03,10.8618,2050,6,3,2050,154,246,30.1219,20.49185,"Santa Cruz"
"33027",2050-06-04,14.1673,2050,6,4,2050,155,247,30.0113,22.0893,"Santa Cruz"
"33028",2050-06-05,13.5714,2050,6,5,2050,156,248,28.1941,20.88275,"Santa Cruz"
"33029",2050-06-06,10.8638,2050,6,6,2050,157,249,29.4146,20.1392,"Santa Cruz"
"33030",2050-06-07,8.2084,2050,6,7,2050,158,250,27.1158,17.6621,"Santa Cruz"
"33031",2050-06-08,9.3668,2050,6,8,2050,159,251,23.9861,16.67645,"Santa Cruz"
"33032",2050-06-09,9.2158,2050,6,9,2050,160,252,23.9967,16.60625,"Santa Cruz"
"33033",2050-06-10,8.092,2050,6,10,2050,161,253,24.8483,16.47015,"Santa Cruz"
"33034",2050-06-11,9.4655,2050,6,11,2050,162,254,26.7623,18.1139,"Santa Cruz"
"33035",2050-06-12,15.4388,2050,6,12,2050,163,255,27.4435,21.44115,"Santa Cruz"
"33036",2050-06-13,13.3447,2050,6,13,2050,164,256,25.9929,19.6688,"Santa Cruz"
"33037",2050-06-14,12.4077,2050,6,14,2050,165,257,26.7646,19.58615,"Santa Cruz"
"33038",2050-06-15,10.2749,2050,6,15,2050,166,258,26.4409,18.3579,"Santa Cruz"
"33039",2050-06-16,10.9206,2050,6,16,2050,167,259,23.2878,17.1042,"Santa Cruz"
"33040",2050-06-17,12.1235,2050,6,17,2050,168,260,23.3372,17.73035,"Santa Cruz"
"33041",2050-06-18,11.356,2050,6,18,2050,169,261,23.6934,17.5247,"Santa Cruz"
"33042",2050-06-19,10.6371,2050,6,19,2050,170,262,23.0972,16.86715,"Santa Cruz"
"33043",2050-06-20,10.21,2050,6,20,2050,171,263,23.2843,16.74715,"Santa Cruz"
"33044",2050-06-21,9.3223,2050,6,21,2050,172,264,27.2378,18.28005,"Santa Cruz"
"33045",2050-06-22,10.2344,2050,6,22,2050,173,265,25.8832,18.0588,"Santa Cruz"
"33046",2050-06-23,12.83,2050,6,23,2050,174,266,24.9546,18.8923,"Santa Cruz"
"33047",2050-06-24,10.4759,2050,6,24,2050,175,267,23.6486,17.06225,"Santa Cruz"
"33048",2050-06-25,8.0313,2050,6,25,2050,176,268,23.3041,15.6677,"Santa Cruz"
"33049",2050-06-26,10.3341,2050,6,26,2050,177,269,24.2163,17.2752,"Santa Cruz"
"33050",2050-06-27,11.336,2050,6,27,2050,178,270,23.4666,17.4013,"Santa Cruz"
"33051",2050-06-28,11.6664,2050,6,28,2050,179,271,23.8938,17.7801,"Santa Cruz"
"33052",2050-06-29,11.5208,2050,6,29,2050,180,272,24.6848,18.1028,"Santa Cruz"
"33053",2050-06-30,11.6114,2050,6,30,2050,181,273,22.6353,17.12335,"Santa Cruz"
"33054",2050-07-01,9.8747,2050,7,1,2050,182,274,20.8928,15.38375,"Santa Cruz"
"33055",2050-07-02,8.6721,2050,7,2,2050,183,275,17.5181,13.0951,"Santa Cruz"
"33056",2050-07-03,9.2078,2050,7,3,2050,184,276,18.8052,14.0065,"Santa Cruz"
"33057",2050-07-04,10.0171,2050,7,4,2050,185,277,19.6054,14.81125,"Santa Cruz"
"33058",2050-07-05,10.1023,2050,7,5,2050,186,278,20.981,15.54165,"Santa Cruz"
"33059",2050-07-06,10.7742,2050,7,6,2050,187,279,22.2923,16.53325,"Santa Cruz"
"33060",2050-07-07,10.7073,2050,7,7,2050,188,280,22.8322,16.76975,"Santa Cruz"
"33061",2050-07-08,13.376,2050,7,8,2050,189,281,22.1776,17.7768,"Santa Cruz"
"33062",2050-07-09,12.2298,2050,7,9,2050,190,282,22.125,17.1774,"Santa Cruz"
"33063",2050-07-10,12.0332,2050,7,10,2050,191,283,22.4866,17.2599,"Santa Cruz"
"33064",2050-07-11,10.5159,2050,7,11,2050,192,284,23.5288,17.02235,"Santa Cruz"
"33065",2050-07-12,11.7721,2050,7,12,2050,193,285,21.5704,16.67125,"Santa Cruz"
"33066",2050-07-13,12.1705,2050,7,13,2050,194,286,22.1117,17.1411,"Santa Cruz"
"33067",2050-07-14,12.1292,2050,7,14,2050,195,287,22.2073,17.16825,"Santa Cruz"
"33068",2050-07-15,10.5296,2050,7,15,2050,196,288,23.3865,16.95805,"Santa Cruz"
"33069",2050-07-16,10.709,2050,7,16,2050,197,289,24.2364,17.4727,"Santa Cruz"
"33070",2050-07-17,13.2941,2050,7,17,2050,198,290,24.3839,18.839,"Santa Cruz"
"33071",2050-07-18,13.642,2050,7,18,2050,199,291,24.6491,19.14555,"Santa Cruz"
"33072",2050-07-19,12.9483,2050,7,19,2050,200,292,23.4069,18.1776,"Santa Cruz"
"33073",2050-07-20,11.997,2050,7,20,2050,201,293,23.3398,17.6684,"Santa Cruz"
"33074",2050-07-21,13.0611,2050,7,21,2050,202,294,23.449,18.25505,"Santa Cruz"
"33075",2050-07-22,13.0373,2050,7,22,2050,203,295,24.6061,18.8217,"Santa Cruz"
"33076",2050-07-23,13.2119,2050,7,23,2050,204,296,24.7065,18.9592,"Santa Cruz"
"33077",2050-07-24,13.206,2050,7,24,2050,205,297,25.0492,19.1276,"Santa Cruz"
"33078",2050-07-25,12.4942,2050,7,25,2050,206,298,24.4435,18.46885,"Santa Cruz"
"33079",2050-07-26,12.517,2050,7,26,2050,207,299,23.9615,18.23925,"Santa Cruz"
"33080",2050-07-27,12.1403,2050,7,27,2050,208,300,23.6998,17.92005,"Santa Cruz"
"33081",2050-07-28,12.1189,2050,7,28,2050,209,301,24.6609,18.3899,"Santa Cruz"
"33082",2050-07-29,12.0715,2050,7,29,2050,210,302,23.8545,17.963,"Santa Cruz"
"33083",2050-07-30,12.0163,2050,7,30,2050,211,303,22.9646,17.49045,"Santa Cruz"
"33084",2050-07-31,12.1128,2050,7,31,2050,212,304,23.1973,17.65505,"Santa Cruz"
"33085",2050-08-01,12.4372,2050,8,1,2050,213,305,22.2322,17.3347,"Santa Cruz"
"33086",2050-08-02,12.8624,2050,8,2,2050,214,306,21.3099,17.08615,"Santa Cruz"
"33087",2050-08-03,12.6755,2050,8,3,2050,215,307,22.9431,17.8093,"Santa Cruz"
"33088",2050-08-04,13.2265,2050,8,4,2050,216,308,24.2153,18.7209,"Santa Cruz"
"33089",2050-08-05,13.162,2050,8,5,2050,217,309,23.9092,18.5356,"Santa Cruz"
"33090",2050-08-06,12.2478,2050,8,6,2050,218,310,23.841,18.0444,"Santa Cruz"
"33091",2050-08-07,11.9155,2050,8,7,2050,219,311,23.9872,17.95135,"Santa Cruz"
"33092",2050-08-08,11.7565,2050,8,8,2050,220,312,26.1485,18.9525,"Santa Cruz"
"33093",2050-08-09,12.9794,2050,8,9,2050,221,313,24.8134,18.8964,"Santa Cruz"
"33094",2050-08-10,13.039,2050,8,10,2050,222,314,24.278,18.6585,"Santa Cruz"
"33095",2050-08-11,12.8373,2050,8,11,2050,223,315,25.332,19.08465,"Santa Cruz"
"33096",2050-08-12,10.4644,2050,8,12,2050,224,316,25.1493,17.80685,"Santa Cruz"
"33097",2050-08-13,8.7935,2050,8,13,2050,225,317,26.1178,17.45565,"Santa Cruz"
"33098",2050-08-14,9.128,2050,8,14,2050,226,318,27.1567,18.14235,"Santa Cruz"
"33099",2050-08-15,10.7478,2050,8,15,2050,227,319,27.8312,19.2895,"Santa Cruz"
"33100",2050-08-16,11.8205,2050,8,16,2050,228,320,28.7025,20.2615,"Santa Cruz"
"33101",2050-08-17,14.0919,2050,8,17,2050,229,321,27.4749,20.7834,"Santa Cruz"
"33102",2050-08-18,12.6,2050,8,18,2050,230,322,27.5409,20.07045,"Santa Cruz"
"33103",2050-08-19,13.027,2050,8,19,2050,231,323,25.054,19.0405,"Santa Cruz"
"33104",2050-08-20,12.5251,2050,8,20,2050,232,324,26.015,19.27005,"Santa Cruz"
"33105",2050-08-21,13.8473,2050,8,21,2050,233,325,26.779,20.31315,"Santa Cruz"
"33106",2050-08-22,13.2028,2050,8,22,2050,234,326,27.188,20.1954,"Santa Cruz"
"33107",2050-08-23,11.9721,2050,8,23,2050,235,327,23.948,17.96005,"Santa Cruz"
"33108",2050-08-24,10.5114,2050,8,24,2050,236,328,24.7058,17.6086,"Santa Cruz"
"33109",2050-08-25,12.1118,2050,8,25,2050,237,329,24.0069,18.05935,"Santa Cruz"
"33110",2050-08-26,10.7649,2050,8,26,2050,238,330,24.9356,17.85025,"Santa Cruz"
"33111",2050-08-27,12.3194,2050,8,27,2050,239,331,23.5833,17.95135,"Santa Cruz"
"33112",2050-08-28,12.7905,2050,8,28,2050,240,332,23.9152,18.35285,"Santa Cruz"
"33113",2050-08-29,12.68,2050,8,29,2050,241,333,25.7486,19.2143,"Santa Cruz"
"33114",2050-08-30,12.7114,2050,8,30,2050,242,334,27.3384,20.0249,"Santa Cruz"
"33115",2050-08-31,15.9673,2050,8,31,2050,243,335,30.501,23.23415,"Santa Cruz"
"33116",2050-09-01,15.973,2050,9,1,2050,244,336,29.0409,22.50695,"Santa Cruz"
"33117",2050-09-02,14.6947,2050,9,2,2050,245,337,28.8187,21.7567,"Santa Cruz"
"33118",2050-09-03,13.9705,2050,9,3,2050,246,338,27.47,20.72025,"Santa Cruz"
"33119",2050-09-04,13.7799,2050,9,4,2050,247,339,24.6946,19.23725,"Santa Cruz"
"33120",2050-09-05,14.1667,2050,9,5,2050,248,340,24.3131,19.2399,"Santa Cruz"
"33121",2050-09-06,13.0088,2050,9,6,2050,249,341,30.3966,21.7027,"Santa Cruz"
"33122",2050-09-07,14.8747,2050,9,7,2050,250,342,31.7495,23.3121,"Santa Cruz"
"33123",2050-09-08,16.7227,2050,9,8,2050,251,343,32.5184,24.62055,"Santa Cruz"
"33124",2050-09-09,19.0913,2050,9,9,2050,252,344,32.5795,25.8354,"Santa Cruz"
"33125",2050-09-10,19.3287,2050,9,10,2050,253,345,31.077,25.20285,"Santa Cruz"
"33126",2050-09-11,15.1711,2050,9,11,2050,254,346,29.2618,22.21645,"Santa Cruz"
"33127",2050-09-12,10.4303,2050,9,12,2050,255,347,30.4551,20.4427,"Santa Cruz"
"33128",2050-09-13,7.798,2050,9,13,2050,256,348,28.9832,18.3906,"Santa Cruz"
"33129",2050-09-14,7.0671,2050,9,14,2050,257,349,27.9832,17.52515,"Santa Cruz"
"33130",2050-09-15,8.4572,2050,9,15,2050,258,350,23.9385,16.19785,"Santa Cruz"
"33131",2050-09-16,6.7858,2050,9,16,2050,259,351,25.3894,16.0876,"Santa Cruz"
"33132",2050-09-17,8.0875,2050,9,17,2050,260,352,27.6493,17.8684,"Santa Cruz"
"33133",2050-09-18,12.6012,2050,9,18,2050,261,353,27.6584,20.1298,"Santa Cruz"
"33134",2050-09-19,14.0176,2050,9,19,2050,262,354,27.1713,20.59445,"Santa Cruz"
"33135",2050-09-20,11.6262,2050,9,20,2050,263,355,28.4372,20.0317,"Santa Cruz"
"33136",2050-09-21,12.2155,2050,9,21,2050,264,356,26.9662,19.59085,"Santa Cruz"
"33137",2050-09-22,12.0321,2050,9,22,2050,265,357,24.3226,18.17735,"Santa Cruz"
"33138",2050-09-23,10.6809,2050,9,23,2050,266,358,20.3421,15.5115,"Santa Cruz"
"33139",2050-09-24,11.7668,2050,9,24,2050,267,359,18.7544,15.2606,"Santa Cruz"
"33140",2050-09-25,11.8078,2050,9,25,2050,268,360,19.7208,15.7643,"Santa Cruz"
"33141",2050-09-26,11.8932,2050,9,26,2050,269,361,21.2291,16.56115,"Santa Cruz"
"33142",2050-09-27,14.0186,2050,9,27,2050,270,362,24.7022,19.3604,"Santa Cruz"
"33143",2050-09-28,12.6567,2050,9,28,2050,271,363,25.502,19.07935,"Santa Cruz"
"33144",2050-09-29,13.2427,2050,9,29,2050,272,364,24.5593,18.901,"Santa Cruz"
"33145",2050-09-30,11.8496,2050,9,30,2050,273,365,22.8287,17.33915,"Santa Cruz"
"33146",2050-10-01,10.4117,2050,10,1,2051,274,1,25.4079,17.9098,"Santa Cruz"
"33147",2050-10-02,8.1006,2050,10,2,2051,275,2,25.445,16.7728,"Santa Cruz"
"33148",2050-10-03,8.0607,2050,10,3,2051,276,3,28.3422,18.20145,"Santa Cruz"
"33149",2050-10-04,11.6634,2050,10,4,2051,277,4,28.0689,19.86615,"Santa Cruz"
"33150",2050-10-05,12.2632,2050,10,5,2051,278,5,29.7838,21.0235,"Santa Cruz"
"33151",2050-10-06,10.6143,2050,10,6,2051,279,6,28.4837,19.549,"Santa Cruz"
"33152",2050-10-07,7.2599,2050,10,7,2051,280,7,25.9656,16.61275,"Santa Cruz"
"33153",2050-10-08,5.2843,2050,10,8,2051,281,8,25.7046,15.49445,"Santa Cruz"
"33154",2050-10-09,3.7689,2050,10,9,2051,282,9,25.5966,14.68275,"Santa Cruz"
"33155",2050-10-10,5.0592,2050,10,10,2051,283,10,26.4238,15.7415,"Santa Cruz"
"33156",2050-10-11,6.4886,2050,10,11,2051,284,11,25.7211,16.10485,"Santa Cruz"
"33157",2050-10-12,9.0745,2050,10,12,2051,285,12,25.3641,17.2193,"Santa Cruz"
"33158",2050-10-13,8.1243,2050,10,13,2051,286,13,23.3009,15.7126,"Santa Cruz"
"33159",2050-10-14,7.1169,2050,10,14,2051,287,14,24.6479,15.8824,"Santa Cruz"
"33160",2050-10-15,5.308,2050,10,15,2051,288,15,24.067,14.6875,"Santa Cruz"
"33161",2050-10-16,5.1373,2050,10,16,2051,289,16,24.6072,14.87225,"Santa Cruz"
"33162",2050-10-17,8.0329,2050,10,17,2051,290,17,21.9148,14.97385,"Santa Cruz"
"33163",2050-10-18,6.5809,2050,10,18,2051,291,18,20.7675,13.6742,"Santa Cruz"
"33164",2050-10-19,5.0076,2050,10,19,2051,292,19,23.5341,14.27085,"Santa Cruz"
"33165",2050-10-20,5.0475,2050,10,20,2051,293,20,24.7565,14.902,"Santa Cruz"
"33166",2050-10-21,9.0054,2050,10,21,2051,294,21,25.6809,17.34315,"Santa Cruz"
"33167",2050-10-22,8.3621,2050,10,22,2051,295,22,22.8504,15.60625,"Santa Cruz"
"33168",2050-10-23,7.6234,2050,10,23,2051,296,23,21.1869,14.40515,"Santa Cruz"
"33169",2050-10-24,6.8383,2050,10,24,2051,297,24,22.142,14.49015,"Santa Cruz"
"33170",2050-10-25,8.8219,2050,10,25,2051,298,25,20.4981,14.66,"Santa Cruz"
"33171",2050-10-26,9.7684,2050,10,26,2051,299,26,21.1279,15.44815,"Santa Cruz"
"33172",2050-10-27,9.7414,2050,10,27,2051,300,27,21.3398,15.5406,"Santa Cruz"
"33173",2050-10-28,6.8997,2050,10,28,2051,301,28,21.7909,14.3453,"Santa Cruz"
"33174",2050-10-29,8.7906,2050,10,29,2051,302,29,23.9294,16.36,"Santa Cruz"
"33175",2050-10-30,8.8415,2050,10,30,2051,303,30,24.8958,16.86865,"Santa Cruz"
"33176",2050-10-31,7.8254,2050,10,31,2051,304,31,22.5392,15.1823,"Santa Cruz"
"33177",2050-11-01,4.7066,2050,11,1,2051,305,32,22.0532,13.3799,"Santa Cruz"
"33178",2050-11-02,5.4203,2050,11,2,2051,306,33,22.7863,14.1033,"Santa Cruz"
"33179",2050-11-03,6.5036,2050,11,3,2051,307,34,21.288,13.8958,"Santa Cruz"
"33180",2050-11-04,6.9361,2050,11,4,2051,308,35,20.215,13.57555,"Santa Cruz"
"33181",2050-11-05,9.5356,2050,11,5,2051,309,36,19.4099,14.47275,"Santa Cruz"
"33182",2050-11-06,6.0328,2050,11,6,2051,310,37,19.1887,12.61075,"Santa Cruz"
"33183",2050-11-07,3.4866,2050,11,7,2051,311,38,23.7942,13.6404,"Santa Cruz"
"33184",2050-11-08,3.6476,2050,11,8,2051,312,39,24.8001,14.22385,"Santa Cruz"
"33185",2050-11-09,4.5675,2050,11,9,2051,313,40,25.2272,14.89735,"Santa Cruz"
"33186",2050-11-10,5.3889,2050,11,10,2051,314,41,27.2596,16.32425,"Santa Cruz"
"33187",2050-11-11,3.7258,2050,11,11,2051,315,42,25.6284,14.6771,"Santa Cruz"
"33188",2050-11-12,3.8752,2050,11,12,2051,316,43,24.3978,14.1365,"Santa Cruz"
"33189",2050-11-13,3.1144,2050,11,13,2051,317,44,21.9909,12.55265,"Santa Cruz"
"33190",2050-11-14,5.7695,2050,11,14,2051,318,45,22.1988,13.98415,"Santa Cruz"
"33191",2050-11-15,3.5486,2050,11,15,2051,319,46,22.8631,13.20585,"Santa Cruz"
"33192",2050-11-16,5.4069,2050,11,16,2051,320,47,25.5178,15.46235,"Santa Cruz"
"33193",2050-11-17,8.5432,2050,11,17,2051,321,48,24.8632,16.7032,"Santa Cruz"
"33194",2050-11-18,7.8765,2050,11,18,2051,322,49,21.7589,14.8177,"Santa Cruz"
"33195",2050-11-19,8.8592,2050,11,19,2051,323,50,16.4012,12.6302,"Santa Cruz"
"33196",2050-11-20,5.7042,2050,11,20,2051,324,51,15.3297,10.51695,"Santa Cruz"
"33197",2050-11-21,9.9468,2050,11,21,2051,325,52,15.8128,12.8798,"Santa Cruz"
"33198",2050-11-22,10.1355,2050,11,22,2051,326,53,15.8184,12.97695,"Santa Cruz"
"33199",2050-11-23,8.6237,2050,11,23,2051,327,54,15.2845,11.9541,"Santa Cruz"
"33200",2050-11-24,7.3812,2050,11,24,2051,328,55,15.2402,11.3107,"Santa Cruz"
"33201",2050-11-25,3.9241,2050,11,25,2051,329,56,15.9123,9.9182,"Santa Cruz"
"33202",2050-11-26,6.8297,2050,11,26,2051,330,57,17.0006,11.91515,"Santa Cruz"
"33203",2050-11-27,6.5442,2050,11,27,2051,331,58,15.6892,11.1167,"Santa Cruz"
"33204",2050-11-28,7.0967,2050,11,28,2051,332,59,19.246,13.17135,"Santa Cruz"
"33205",2050-11-29,8.0073,2050,11,29,2051,333,60,17.8539,12.9306,"Santa Cruz"
"33206",2050-11-30,7.5209,2050,11,30,2051,334,61,15.8244,11.67265,"Santa Cruz"
"33207",2050-12-01,7.0299,2050,12,1,2051,335,62,14.2082,10.61905,"Santa Cruz"
"33208",2050-12-02,5.8963,2050,12,2,2051,336,63,16.1373,11.0168,"Santa Cruz"
"33209",2050-12-03,5.6927,2050,12,3,2051,337,64,17.9626,11.82765,"Santa Cruz"
"33210",2050-12-04,5.8792,2050,12,4,2051,338,65,21.4137,13.64645,"Santa Cruz"
"33211",2050-12-05,7.2276,2050,12,5,2051,339,66,23.3844,15.306,"Santa Cruz"
"33212",2050-12-06,9.5226,2050,12,6,2051,340,67,20.0652,14.7939,"Santa Cruz"
"33213",2050-12-07,5.8929,2050,12,7,2051,341,68,18.8578,12.37535,"Santa Cruz"
"33214",2050-12-08,5.6571,2050,12,8,2051,342,69,19.0482,12.35265,"Santa Cruz"
"33215",2050-12-09,4.0966,2050,12,9,2051,343,70,18.4116,11.2541,"Santa Cruz"
"33216",2050-12-10,5.5912,2050,12,10,2051,344,71,17.3581,11.47465,"Santa Cruz"
"33217",2050-12-11,7.3802,2050,12,11,2051,345,72,15.0173,11.19875,"Santa Cruz"
"33218",2050-12-12,3.2678,2050,12,12,2051,346,73,14.5183,8.89305,"Santa Cruz"
"33219",2050-12-13,1.4814,2050,12,13,2051,347,74,15.1465,8.31395,"Santa Cruz"
"33220",2050-12-14,2.3631,2050,12,14,2051,348,75,13.545,7.95405,"Santa Cruz"
"33221",2050-12-15,1.6676,2050,12,15,2051,349,76,15.022,8.3448,"Santa Cruz"
"33222",2050-12-16,2.0788,2050,12,16,2051,350,77,16.3427,9.21075,"Santa Cruz"
"33223",2050-12-17,3.0499,2050,12,17,2051,351,78,16.9575,10.0037,"Santa Cruz"
"33224",2050-12-18,2.3445,2050,12,18,2051,352,79,16.0994,9.22195,"Santa Cruz"
"33225",2050-12-19,2.37,2050,12,19,2051,353,80,15.8195,9.09475,"Santa Cruz"
"33226",2050-12-20,1.1205,2050,12,20,2051,354,81,17.9305,9.5255,"Santa Cruz"
"33227",2050-12-21,0.9594,2050,12,21,2051,355,82,19.2208,10.0901,"Santa Cruz"
"33228",2050-12-22,2.542,2050,12,22,2051,356,83,17.1572,9.8496,"Santa Cruz"
"33229",2050-12-23,4.1389,2050,12,23,2051,357,84,12.8385,8.4887,"Santa Cruz"
"33230",2050-12-24,5.2778,2050,12,24,2051,358,85,14.1937,9.73575,"Santa Cruz"
"33231",2050-12-25,10.8571,2050,12,25,2051,359,86,15.6596,13.25835,"Santa Cruz"
"33232",2050-12-26,9.9467,2050,12,26,2051,360,87,15.3221,12.6344,"Santa Cruz"
"33233",2050-12-27,6.2279,2050,12,27,2051,361,88,12.8554,9.54165,"Santa Cruz"
"33234",2050-12-28,3.5654,2050,12,28,2051,362,89,14.1999,8.88265,"Santa Cruz"
"33235",2050-12-29,5.9776,2050,12,29,2051,363,90,13.0687,9.52315,"Santa Cruz"
"33236",2050-12-30,1.9069,2050,12,30,2051,364,91,16.1327,9.0198,"Santa Cruz"
"33237",2050-12-31,3.9822,2050,12,31,2051,365,92,16.8443,10.41325,"Santa Cruz"
"33238",2051-01-01,1.8673,2051,1,1,2051,1,93,15.9925,8.9299,"Santa Cruz"
"33239",2051-01-02,0.4524,2051,1,2,2051,2,94,18.4014,9.4269,"Santa Cruz"
"33240",2051-01-03,0.9482,2051,1,3,2051,3,95,18.7124,9.8303,"Santa Cruz"
"33241",2051-01-04,1.0905,2051,1,4,2051,4,96,19.1608,10.12565,"Santa Cruz"
"33242",2051-01-05,1.9627,2051,1,5,2051,5,97,17.6404,9.80155,"Santa Cruz"
"33243",2051-01-06,3.6355,2051,1,6,2051,6,98,15.7048,9.67015,"Santa Cruz"
"33244",2051-01-07,7.6947,2051,1,7,2051,7,99,18.1863,12.9405,"Santa Cruz"
"33245",2051-01-08,7.667,2051,1,8,2051,8,100,18.7957,13.23135,"Santa Cruz"
"33246",2051-01-09,8.9142,2051,1,9,2051,9,101,18.586,13.7501,"Santa Cruz"
"33247",2051-01-10,8.4194,2051,1,10,2051,10,102,18.216,13.3177,"Santa Cruz"
"33248",2051-01-11,8.2433,2051,1,11,2051,11,103,14.4395,11.3414,"Santa Cruz"
"33249",2051-01-12,6.1334,2051,1,12,2051,12,104,14.821,10.4772,"Santa Cruz"
"33250",2051-01-13,10.0457,2051,1,13,2051,13,105,14.2889,12.1673,"Santa Cruz"
"33251",2051-01-14,11.0156,2051,1,14,2051,14,106,17.5526,14.2841,"Santa Cruz"
"33252",2051-01-15,14.2211,2051,1,15,2051,15,107,19.7587,16.9899,"Santa Cruz"
"33253",2051-01-16,9.4169,2051,1,16,2051,16,108,18.8283,14.1226,"Santa Cruz"
"33254",2051-01-17,10.0083,2051,1,17,2051,17,109,16.8717,13.44,"Santa Cruz"
"33255",2051-01-18,10.0057,2051,1,18,2051,18,110,16.6918,13.34875,"Santa Cruz"
"33256",2051-01-19,10.0814,2051,1,19,2051,19,111,15.1145,12.59795,"Santa Cruz"
"33257",2051-01-20,9.8355,2051,1,20,2051,20,112,15.7241,12.7798,"Santa Cruz"
"33258",2051-01-21,8.1553,2051,1,21,2051,21,113,14.6707,11.413,"Santa Cruz"
"33259",2051-01-22,2.651,2051,1,22,2051,22,114,16.1341,9.39255,"Santa Cruz"
"33260",2051-01-23,3.9541,2051,1,23,2051,23,115,14.081,9.01755,"Santa Cruz"
"33261",2051-01-24,3.8131,2051,1,24,2051,24,116,12.4144,8.11375,"Santa Cruz"
"33262",2051-01-25,4.4404,2051,1,25,2051,25,117,14.4861,9.46325,"Santa Cruz"
"33263",2051-01-26,4.1911,2051,1,26,2051,26,118,14.6894,9.44025,"Santa Cruz"
"33264",2051-01-27,4.2829,2051,1,27,2051,27,119,15.6915,9.9872,"Santa Cruz"
"33265",2051-01-28,3.1949,2051,1,28,2051,28,120,17.4699,10.3324,"Santa Cruz"
"33266",2051-01-29,2.6013,2051,1,29,2051,29,121,19.8336,11.21745,"Santa Cruz"
"33267",2051-01-30,2.218,2051,1,30,2051,30,122,21.3188,11.7684,"Santa Cruz"
"33268",2051-01-31,2.1961,2051,1,31,2051,31,123,20.1961,11.1961,"Santa Cruz"
"33269",2051-02-01,2.7621,2051,2,1,2051,32,124,19.6975,11.2298,"Santa Cruz"
"33270",2051-02-02,1.5839,2051,2,2,2051,33,125,17.8296,9.70675,"Santa Cruz"
"33271",2051-02-03,2.0485,2051,2,3,2051,34,126,20.6447,11.3466,"Santa Cruz"
"33272",2051-02-04,4.5287,2051,2,4,2051,35,127,22.9925,13.7606,"Santa Cruz"
"33273",2051-02-05,2.7454,2051,2,5,2051,36,128,21.8826,12.314,"Santa Cruz"
"33274",2051-02-06,8.2775,2051,2,6,2051,37,129,17.8807,13.0791,"Santa Cruz"
"33275",2051-02-07,4.1078,2051,2,7,2051,38,130,16.2229,10.16535,"Santa Cruz"
"33276",2051-02-08,5.0323,2051,2,8,2051,39,131,14.5876,9.80995,"Santa Cruz"
"33277",2051-02-09,3.5634,2051,2,9,2051,40,132,16.2194,9.8914,"Santa Cruz"
"33278",2051-02-10,2.3331,2051,2,10,2051,41,133,14.4326,8.38285,"Santa Cruz"
"33279",2051-02-11,5.875,2051,2,11,2051,42,134,13.3993,9.63715,"Santa Cruz"
